,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
116240,116224,Spain,Northern Spain,Ribera del Duero,Convento San Francisco,Convento San Francisco 2004 Special Selection  (Ribera del Duero),Tempranillo Blend,90.0,90,Michael Schachner,"Starts out crusty and dark, with earth, leather and other savory aromas. The palate is clacky and tannic, with roasted berry, leather and slightly burnt and bitter oak accents. Finishes peppery, with drying hardness and a pinch of leafy herbalness.",Special Selection,@wineschach
116249,116233,Spain,Northern Spain,Ribera del Duero,Marqués de la Concordia,Marqués de la Concordia 2008 Hacienda Abascal Producción Limitada  (Ribera del Duero),Tempranillo,45.0,89,Michael Schachner,"Dark and loaded with big black fruit aromas, tobacco, spice and a lot of vanilla from copious oaking. The palate is good and juicy, with a healthy blend of blackberry, fig and chocolate flavors. Toasty, round and chocolaty on an oaky, creamy finish.",Hacienda Abascal Producción Limitada,@wineschach
116260,116244,Spain,Northern Spain,Rioja,Valenciso,Valenciso 2008 Reserva  (Rioja),Tempranillo,36.0,85,Michael Schachner,"Stalky, mulchy aromas of compost and underripe fruit are a low point on this otherwise decent high-end Rioja from a poor vintage. Hard and grating across the palate, this tastes stalky, burnt and raw, with oak for cover.",Reserva,@wineschach
116261,116245,Spain,Levante,Alicante,Volver,Volver 2014 Tarima Blanco White (Alicante),White Blend,9.0,85,Michael Schachner,"Briny citrus, feline notes and pithy scents send this Merseguera-led blend toward a pulpy, citrusy palate. Grapefruit and pithy, lightly bitter flavors finish citric, with little change from the wine's primary flavors.",Tarima Blanco,@wineschach
116270,116254,Spain,Northern Spain,Calatayud,Cruz de Piedra,Cruz de Piedra 2013 Selección Especial Garnacha (Calatayud),Garnacha,12.0,85,Michael Schachner,"Earthy blackberry flavors include carob and herbal accents. This is drawing and high in acidity, while earthy, herbal flavors of raspberry and plum are a bit green. Charred oak, clove and leafy berry flavors take over on the finish.",Selección Especial,@wineschach
116272,116256,Spain,Northern Spain,Ribera del Duero,Finca El Encinal,Finca El Encinal 2013 Roble  (Ribera del Duero),Tempranillo,14.0,85,Michael Schachner,"Dark, raisiny aromas of kirsch and marzipan open this jammy Tempranillo. Dark berry, black plum, foresty accents and mulchiness define the flavors on this stewy, plump offering.",Roble,@wineschach
116274,116258,Spain,Levante,Alicante,Bocopa,Bocopa 2014 Alcanta White (Alicante),White Blend,10.0,85,Michael Schachner,"Generic peach and apple aromas are light and easy. This blend of Merseguera and Macabeo feels pulpy and citrusy, while pithy flavors of peach and orange finish fresh, but with limited complexity.",Alcanta,@wineschach
116279,116263,Spain,Northern Spain,Cariñena,Pago Aylés,Pago Aylés 2012 Aldeya Garnacha (Cariñena),Garnacha,11.0,85,Michael Schachner,"Leathery, horsey lead aromas include hints of licorice, baked plum and green herbs. This Garnacha has a saucy, tomatoey feel and leafy red-berry flavors that finish with a hint of sweet caramel and herbal overtones.",Aldeya,@wineschach
116285,116269,Spain,Andalucia,Málaga,Jorge Ordóñez & Co.,Jorge Ordóñez & Co. 2007 Old Vines No. 3 Moscatel (Málaga),Moscatel,73.0,90,Michael Schachner,"Peach and apricot aromas are a touch grassy, as if some alfalfa or sweet grass were blended into the Moscatel. The palate is juicy and quite high in acidity, while it tastes of tangerine and other citrus fruits. Sharp on one hand but fresh and flavorful on the other.",Old Vines No. 3,@wineschach
116383,116365,Spain,Northern Spain,Rioja,Dinastía Vivanco,Dinastía Vivanco 2008 Crianza  (Rioja),Tempranillo,18.0,85,Michael Schachner,"Earthy berry aromas come with rubbery notes, tobacco and bramble. The feel is scratchy but lively, with flavors of lean red fruits, dry oak and milk chocolate. Oaky on the finish, with some heat. Needs food to help it along.",Crianza,@wineschach
116411,116410,Spain,Northern Spain,Valdeorras,Avancia,Avancia 2014 Cuvee de O Godello (Valdeorras),Godello,18.0,88,Michael Schachner,"Leesy white-fruit aromas come with hints of corn and slate. This feels plump but not too heavy to be cut by a beam of firm acidity. Chunky leesy flavors of apple and kiwi finish fleshy, pulpy and round. Drink immediately.",Cuvee de O,@wineschach
116417,116397,Spain,Catalonia,Priorat,Tosalet,Tosalet 2013 Vinyes Velles Red (Priorat),Red Blend,25.0,88,Michael Schachner,"Jammy black plum aromas are savory, leathery and funky, with rusticity. This feels stout and chunky, while condensed flavors of fig and prune are fully ripe. A savory but mild finish is round but missing some structural support. Drink now through 2018.",Vinyes Velles,@wineschach
116429,116409,Spain,Catalonia,Penedès,Albet I Noya,Albet I Noya 2011 Brut Natural Reserva Sparkling (Penedès),Sparkling Blend,23.0,88,Michael Schachner,"Leesy fleshy papaya aromas come with a touch of sulfur and harshness. This feels solid, albeit modest in bubbles. Flavors of apple and green melon are lasting and steady on the finish.",Brut Natural Reserva,@wineschach
116437,116418,Spain,Northern Spain,Rioja,Covila,Covila 2008 II Gran Reserva  (Rioja),Tempranillo,31.0,88,Michael Schachner,"Ripe, loamy raisin and kirsch aromas set up a pinched clampy tannic palate that grabs like Velcro. This tastes of vanilla and creamy oak along with herbal red berry fruits. Resiny, vanilla-driven flavors crowd out residual berry fruit on the finish. Drink now.",II Gran Reserva,@wineschach
116442,116423,Spain,Central Spain,Vino de la Tierra de Castilla,Finca Constancia,Finca Constancia 2013 Parcela 52 Verdejo (Vino de la Tierra de Castilla),Verdejo,20.0,88,Michael Schachner,"Despite opening with a yellow color and waxy oily peach aromas, this benefits from zesty lemon-like acidity. Flavors of quince and apple are oaky, while effusive acidity keeps this Verdejo fresh on the finish, which is otherwise big and full. Drink now.",Parcela 52,@wineschach
116482,116464,Spain,Northern Spain,Campo de Borja,Coto de Hayas,Coto de Hayas 2007 Crianza Tempranillo-Garnacha (Campo de Borja),Tempranillo-Garnacha,10.0,86,Michael Schachner,"Not complex but if you're looking for size, red fruit flavors and balance, it has that. The nose shows compost and horse hide but for the most part it's fruity and welcoming. The mouth is fresh and a bit sheer, with direct berry, plum and creamy flavors. Finishes smooth for a $10 Tempranillo-Garnacha blend.",Crianza,@wineschach
116526,116508,Spain,Northern Spain,Ribera del Duero,Valdubón,Valdubón 2004 Honoris de Valdubón  (Ribera del Duero),Tempranillo Blend,95.0,87,Michael Schachner,"Oak is front and center on this high-priced affair from Freixenet. And that's the primary problem with what is otherwise a commendable and solid wine. Vanilla and resin aromas and flavors push the fruit to the side, and what's left is a slick of butter, sawdust and tannic astringency. Not a bust, but for nearly a hundred bucks we want more than just wood. Imported by Freixenet USA.",Honoris de Valdubón,@wineschach
116533,116515,Spain,Northern Spain,Valdeorras,Guitián,Guitián 2006 Sobre Lias Godello (Valdeorras),Godello,27.0,87,Michael Schachner,"There's a fine line between a fresh Godello and one that's starting to turn. This one may soon fall into the latter category, but before it gets there look for peppery white-fruit aromas and flavors. Tastes of honeyed melon are  topped with cracked black pepper. Turns a bit creamy and sweet on the finish, another indication that it is starting to age.",Sobre Lias,@wineschach
116564,116546,Spain,Northern Spain,Cigales,Museum,Museum 2003 Real Reserva Tinto del Pais (Cigales),Tinto del Pais,25.0,90,Michael Schachner,"One of the Cigales region's big new wineries, Museum seems to be getting on track. This wine, from a very hot year, is composed, rich and in good balance. It has a slight baked character that's offset by almond candy, black cherry and toast notes. Black plum is the lead flavor, with coffee and molasses providing a rich background. Drink now and over the next two years.",Real Reserva,@wineschach
116586,116567,Spain,Catalonia,Montsant,Compañia de Vinos del Atlántico,Compañia de Vinos del Atlántico 2011 Pinyolet Selección Red (Montsant),Red Blend,19.0,88,Michael Schachner,"Blackberry, cherry and earthy aromas are backed by a secondary wave of oaky char. This is 80% Garnacha and 20% Carignan with raw clamp to the palate created by grabby tannins and tomatoey acidity. Briny raspberry and plum flavors finish with rubbery tannins and related grab. This is a tough wine but one with lots of life and power. Drink through 2019.",Pinyolet Selección,@wineschach
116634,116615,Spain,Northern Spain,Rioja,CVNE,CVNE 2009 Imperial Gran Reserva  (Rioja),Tempranillo Blend,70.0,92,Michael Schachner,"Blackberry, cassis, coffee and charred aromas make for a smoky, healthy, attractive bouquet. This is dense, deep, tannic and a bit rubbery and bouncy in feel. Tea, herb, chocolate and baked blackberry flavors end with cocoa and herbal, earthy notes. Drink this ripe gran reserva through 2023.",Imperial Gran Reserva,@wineschach
116646,116627,Spain,Northern Spain,Rioja,Consejo de la Alta,Consejo de la Alta 2011 Cata de Consejero  (Rioja),Tempranillo,48.0,92,Michael Schachner,"Blackberry, black currant and toasty oak make for a dark, charred, manly nose. This is full but not heavy, with racy acidity and firm tannins. Blackberry, baked plum and savory flavors finish with notes of prune and leather as well as salted cured meat. Drink through 2022.",Cata de Consejero,@wineschach
116671,116652,Spain,Northern Spain,Rioja,Nivarius,Nivarius 2015 Nivei White (Rioja),White Blend,12.0,87,Michael Schachner,"Clean, snappy aromas of apple and citrus are sharp but appealing. This fresh, healthy white offers tangerine, nectarine and stony flavors before a crisp, refreshing finish.",Nivei,@wineschach
116673,116654,Spain,Northern Spain,Navarra,Príncipe de Viana,Príncipe de Viana 2015 Edición Rosa Grenache (Navarra),Grenache,18.0,87,Michael Schachner,"Fresh for the summer season is this tutti-frutti Navarran Garnacha. Pink in color and pumped up, this tastes of pink grapefruit, nectarine and citrus pith. It's all about freshness and drinkability.",Edición Rosa,@wineschach
116791,116774,Spain,Catalonia,Cava,Gramona,Gramona 2001 III Lustros Gran Reserva Sparkling (Cava),Sparkling Blend,46.0,92,Michael Schachner,"Here's a serious Cava with Champagne qualities. The nose is nutty and rich, with hints of vanilla and popcorn that aren't overdone. The palate is toasty but also candied, with citrus blending perfectly with butterscotch. Plump and ripe through the finish, this is high-end and stylish, as Spanish bubbly goes. Drink now or hold in a good cellar for a few more years.",III Lustros Gran Reserva,@wineschach
116796,116779,Spain,Northern Spain,Rioja,Pujanza,Pujanza 2005 Norte  (Rioja),Tempranillo Blend,92.0,92,Michael Schachner,"Opaque in color, with reduced aromas of mushroom, rubber and so forth. But do not give up on this masculine bruiser; it will loosen up with air and offer plum, leather and chocolate flavors that are nothing short of excellent. And while it's a touch zesty at its core, the wine still mixes in enough coffee and richness to make it a modern-style success story.",Norte,@wineschach
116812,116795,Spain,Catalonia,Cava,Llopart,Llopart 2005 Rosé Brut Reserva Sparkling (Cava),Sparkling Blend,20.0,91,Michael Schachner,"Light in color with aromas of finely scented bath soap, strawberry, fresh cream and steel. The palate is a touch sweeter than you might expect, and that's because this is 60% Monastrell (Mourvèdre) along with Garnacha and Pinot Noir. Still, it's an elegant wine with punch bowl flavors.",Rosé Brut Reserva,@wineschach
116938,116919,Spain,Northern Spain,Ribera del Duero,Hesvera,Hesvera 2010 Crianza  (Ribera del Duero),Tinta Fina,25.0,82,Michael Schachner,"This seriously overripe wine offers baked, stewy aromas. Scratchy tannins, reduction and overripeness characterize this baked, raisiny, chocolaty wine from front to finish.",Crianza,@wineschach
116943,116924,Spain,Northern Spain,Rueda,Pagos del Rey,Pagos del Rey 2013 Blume Verdejo (Rueda),Verdejo,11.0,82,Michael Schachner,"This is a bit foul on the nose, with a mealy peach aroma. The palate is bland in feel, with leesy, slightly bitter melon flavors that finish dull and pithy.",Blume,@wineschach
116945,116926,Spain,Galicia,Rías Baixas,Vionta,Vionta 2013 Limited Release Albariño (Rías Baixas),Albariño,16.0,82,Michael Schachner,"Fleshy pear and applesauce aromas are dusty but not substantive. The palate feels grabby and cidery, with lemony acidity. Odd flavors of stale passion fruit and grapefruit finish yeasty and broken.",Limited Release,@wineschach
116946,116927,Spain,Northern Spain,Rueda,Verderol,Verderol 2013 Spring in a Bottle Verdejo (Rueda),Verdejo,18.0,81,Michael Schachner,"Stalky, funky aromas suggest spent fruit and sauerkraut. Plump on the palate, but bitter, briny and stalky tasting, this conveys salty, peppery white-fruit flavors and a poor mouthfeel.",Spring in a Bottle,@wineschach
116978,116963,Spain,Catalonia,Cava,Agustí Torelló Mata,Agustí Torelló Mata 2008 Brut Reserva Sparkling (Cava),Sparkling Blend,21.0,88,Michael Schachner,"This leans a little green and soda-like on the nose, but it picks up clarity and speed on the palate, which carries a tangy, citric snap. It tastes of citrus and lees, and the finish is medium in length and healthy.",Brut Reserva,@wineschach
116983,116968,Spain,Central Spain,Almansa,Dehesa el Carrascal,Dehesa el Carrascal 2008 Dulcemar Garnacha (Almansa),Garnacha,25.0,88,Michael Schachner,"Rusty in color, this has a baked fruit aromas suggestive of raisin, cherry and plum. It's thick, but it maintains freshness due to the solid acidity. This feels heavy, with robust flavors of roasted plum and blackberry, but the finish isn't cloying.",Dulcemar,@wineschach
117031,117020,Spain,Northern Spain,Rioja,Finca Valpiedra,Finca Valpiedra 2008 Cantos de Valpiedra  (Rioja),Tempranillo,21.0,81,Michael Schachner,"Gritty cherry and plum aromas lead into a sheer, high-acid palate with citric burn and tart flavors of raspberry and plum skins. Finishes with limited flavor and leftover acid.",Cantos de Valpiedra,@wineschach
117032,117021,Spain,Northern Spain,Rioja,Carlos Serres,Carlos Serres 2010 Serres Viura (Rioja),Viura,10.0,81,Michael Schachner,"Stalky smelling, with a minerally streak. Feels tangy and lean, with lemon, sour apple and white currant flavors. Short on the finish.",Serres,@wineschach
117035,117024,Spain,Northern Spain,Rioja,Bodegas Riojanas,Bodegas Riojanas 2010 Viña Albina Semi Dulce White (Rioja),White Blend,14.0,81,Michael Schachner,"Unusual aromas of creamed corn and exotic notes are too unfamiliar to register properly. It's thick but not entirely cloying, with powdered sugar and dried mango flavors. Weird stuff that probably won't find too many takers.",Viña Albina Semi Dulce,@wineschach
117037,117026,Spain,Spain Other,Spain,Torito Bravo,Torito Bravo NV Sweet Chardonnay-Moscato White (Spain),White Blend,10.0,80,Michael Schachner,"Strained from front to back. The nose smells pickled and funky, while the palate is boring in feel and tastes candied but also a lot like brine or caper juice. Sweet on the finish.",Sweet Chardonnay-Moscato,@wineschach
117056,117045,Spain,Spain Other,Spain,Raventós I Blanc,Raventós I Blanc 2007 Manuel Raventós Sparkling (Spain),Sparkling Blend,120.0,93,Michael Schachner,"This high-end Cava opens with an attractive bouquet of bready, yeasty white-fruit aromas. It's about as complex as Cava gets, with impeccable balance and a blend of creamy weight and fresh acidity supporting dry orange, papaya and white pepper flavors. A dry, peppery finish is cut like a marble statue. Drink through 2020.",Manuel Raventós,@wineschach
117109,117096,Spain,Northern Spain,Rioja,Luis Cañas,Luis Cañas 2010 Reserva  (Rioja),Tempranillo Blend,27.0,93,Michael Schachner,"The excellence of the 2010 vintage is draped all over this studly Rioja. Earthy aromas of mixed berry fruits and forest floor feed into a saturated but well-balanced palate with firm tannins. Baked black cherry and cassis flavors meander towards a lightly toasted finish with mocha, chocolate and cassis notes. This is outright delicious more than stately or complex. Drink through 2024.",Reserva,@wineschach
117145,117131,Spain,Central Spain,Almansa,Bodega Tintoralba,Bodega Tintoralba 2012 BT Spanish Inspiration Garnacha (Almansa),Garnacha,10.0,81,Michael Schachner,"The wine offers candied, medicinal aromas and a bland, fruit-juice-like palate. Grape and red-fruit flavors are tart and scouring.",BT Spanish Inspiration,@wineschach
117205,117191,Spain,Central Spain,Vino de la Tierra de Castilla,Aljibes,Aljibes 2013 Selectus Red (Vino de la Tierra de Castilla),Red Blend,70.0,88,Michael Schachner,"Chippy aromas are spicy, with oak and berry support lying low. This multigrape blend is tough, bumpy and chewy in feel, while herbal minty green-leaning berry flavors end with density, chewy tannins and an echo of oak.",Selectus,@wineschach
117212,117198,Spain,Northern Spain,Rueda,Bodegas Peñafiel,Bodegas Peñafiel 2015 Baron de Filar Verdejo (Rueda),Verdejo,15.0,88,Michael Schachner,"Mineral aromas of sea brine, citrus and cactus are clear and fresh. This is medium in body, with good acidity and clarity across a palate that's dealing snappy citrus and white-pepper flavors. The mild-tasting finish is tangy and lively.",Baron de Filar,@wineschach
117270,117259,Spain,Northern Spain,Navarra,Señorío de Sarria,Señorío de Sarria 2012 Viñedo N° 5 Rose Garnacha (Navarra),Garnacha,13.0,82,Michael Schachner,"For all intents and purposes, this is a red wine. It's 90% red in color, and the nose and palate are chunky and wide. Flavors of red licorice and candied berry lack snap, and the finish tastes bitter and feels flat.",Viñedo N° 5 Rose,@wineschach
117304,117293,Spain,Northern Spain,Navarra,Otazu,Otazu 2013 Merlot Rosado (Navarra),Rosado,12.0,83,Michael Schachner,"The nose is funky and sweaty, with a hint of citrus and red-berry aromas. The palate is heavy and cloying, while generic flavors taste sticky, reedy and suggest no particular fruits. A light bitterness marks the finish.",Merlot,@wineschach
117307,117296,Spain,Northern Spain,Toro,Pata Negra,Pata Negra 2012 Roble  (Toro),Tinta de Toro,10.0,83,Michael Schachner,"Candied cherry and plum aromas are light and not that convincing. This is a wiry, choppy, light-bodied red with tart, juicy plum and raspberry flavors. A short yet fresh finish hollows out quickly.",Roble,@wineschach
117309,117298,Spain,Northern Spain,Navarra,Vega Sindoa,Vega Sindoa 2013 Garnacha Rosé (Navarra),Rosé,9.0,82,Michael Schachner,"Funky, leathery and briny, the offers no clear fruit expression. The palate is heavy, hard and lacks finesse. Flavors of red fruits and citrus are tart and generic, while the finish is bitter and salty.",Garnacha,@wineschach
117310,117299,Spain,Northern Spain,Toro,Cyan,Cyan 2012 8 Meses  (Toro),Tinta de Toro,17.0,82,Michael Schachner,"Raisiny, baked aromas announce a stewy, overripe wine that's not balanced. Baked, flat flavors of raisin and prune finish with excess weight, heavy tannins and flavors of carob and herbs.",8 Meses,@wineschach
117311,117300,Spain,Northern Spain,Campo de Borja,Coto de Hayas,Coto de Hayas 2011 Fagus Selección Especial Garnacha (Campo de Borja),Garnacha,21.0,82,Michael Schachner,"Clove aromas are dominant. This oaky Garnacha feels sticky and syrupy, while the flavor profile is all candied black fruit and clove. The finish brings more of the same in this one-dimensional wine.",Fagus Selección Especial,@wineschach
117312,117301,Spain,Catalonia,Montsant,Garbó,Garbó 2013 Rosat Rosé (Montsant),Rosé,19.0,82,Michael Schachner,"Oxidized and flat on the nose, this has a palate with mealy, bland strawberry flavors. Nothing changes on a fading, less-than-fresh finish.",Rosat,@wineschach
117314,117303,Spain,Central Spain,Vino de la Tierra de Castilla,Felix Solis,Felix Solis 2012 Flirty Bird White (Vino de la Tierra de Castilla),White Blend,4.0,82,Michael Schachner,"Tropical fruit and citrus aromas aren't bad, but the palate is heavy. The flavor profile only offers soap and grassy white-fruit flavors, while a light, flowery finish falls flat.",Flirty Bird,@wineschach
117316,117305,Spain,Northern Spain,Toro,Damalisco,Damalisco 2012 Roble  (Toro),Tinta de Toro,15.0,82,Michael Schachner,"Stalky, leathery, roasted aromas are muddled. This is acidic on the palate, with a gritty mouthfeel. Flavors of stalky, herbal berry fruits lack purity, while the finish is hollow and bitter tasting.",Roble,@wineschach
117319,117308,Spain,Northern Spain,Bierzo,Godelia,Godelia 2013 Viernes Mencía (Bierzo),Mencía,14.0,82,Michael Schachner,"Rubbery, berry aromas are feral in nature. This is bumpy in feel, with young, herbal, untamed flavors of plastic and briary berry fruits. It's herbal and rubbery on the finish.",Viernes,@wineschach
117321,117310,Spain,Northern Spain,Ribera del Duero,Viña Vilano,Viña Vilano 2013 Tempranillo Rosado (Ribera del Duero),Rosado,8.0,82,Michael Schachner,"Aromas of paint and vanilla come with stalky fragrances that are low on freshness and fruit. The palate is weighty, while the flavor profile is muddled and briny.",Tempranillo,@wineschach
117322,117311,Spain,Northern Spain,Bierzo,Gancedo,Gancedo 2013 Capricho Val de Pazariñas Godello (Bierzo),Godello,30.0,81,Michael Schachner,"Sweaty, pinched aromas of feline essence and nettle are unusual for Godello. This is fizzy, with flavors of candied green fruits that finish mealy.",Capricho Val de Pazariñas,@wineschach
117325,117314,Spain,Central Spain,Extremadura,Viña Santa Marina,Viña Santa Marina 2012 Merlot Rosado (Extremadura),Rosado,15.0,80,Michael Schachner,"From Spain's broiling Extremadura region, this Merlot-based rosé has a funky nose and mushy, leafy flavors. The finish lacks zest.",Merlot,@wineschach
117343,117332,Spain,Levante,Alicante,Enrique Mendoza,Enrique Mendoza 2009 La Tremenda Monastrell (Alicante),Monastrell,13.0,89,Michael Schachner,"Aromas of prune and plum come with earthy accents and rubbery notes. The palate on this Monastrell is drawing, with rubbery tannins. Flavors lean toward blackberry, dark plum and cassis, while the finish is solid but short and clipped. For a full-bodied, value-priced wine to drink with grilled meats, this is it.",La Tremenda,@wineschach
117434,117424,Spain,Northern Spain,Rioja,La Gitana,La Gitana 2009 Neta  (Rioja),Tempranillo Blend,50.0,91,Michael Schachner,"Charred oak, licorice, herbal blackberry and gamy notes make for a full array of aromas. This is big and tannic, but with a sense of fresh fruit. Plum and cassis are the core flavor components, while the finish is fleshy and not overly demanding. Drink through 2021.",Neta,@wineschach
117454,117443,Spain,Northern Spain,Rioja,Bodegas Faustino,Bodegas Faustino 2004 Faustino I Gran Reserva  (Rioja),Tempranillo Blend,38.0,91,Michael Schachner,"Reedy red-fruit aromas feature a note of green. This is tannic in feel, with a mix of red-leaning raspberry, currant and strawberry flavors. Tea, herb and other grassy notes make for a dry finish. Overall this is excellent, although it does have an herbal character. Drink through 2028.",Faustino I Gran Reserva,@wineschach
117455,117444,Spain,Northern Spain,Rioja,Conde de Hervías & Mencos,Conde de Hervías & Mencos 2009 Torre del Conde de Hervías  (Rioja),Tempranillo Blend,45.0,91,Michael Schachner,"Cedary aromas of wood shavings, sawmill and spiced berry evolve in the glass but hold onto a woody essence. A deep, structured palate deals flavors of wild berry, clove and chocolate, while an additional layer of chocolaty oak rises up on the finish. Drink from 2018–2030.",Torre del Conde de Hervías,@wineschach
117512,117500,Spain,Northern Spain,Toro,Cyan,Cyan 2005 La Calera  (Toro),Tinta de Toro,34.0,90,Michael Schachner,"This has a lot of good things going in its favor, for example depth, power and richness. It's also raisiny and oaky, with stewy core flavors of baked berry, cassis, roasted meat and vanilla. The finish is chewy and thick, with vanilla and pastry flavors along with grating tannins. By no means is this wine perfect, but it offers a lot of what's good about Toro; drink now.",La Calera,@wineschach
117518,117506,Spain,Central Spain,Dominio de Valdepusa,Marques de Griñon,Marques de Griñon 2007 Single Vineyard Estate Bottled Cabernet Sauvignon (Dominio de Valdepusa),Cabernet Sauvignon,40.0,90,Michael Schachner,"Like many Griñon wines, this is dense and earthy on the nose, with ripe berry and marzipan aromas. A round, layered, full-bodied palate shows hard, unresolved tannins and ripe, earthy flavors of blackberry, spice, herbs and chocolate. A firm, textured finish with integrated flavors is bullish but classy. Drink through 2018.",Single Vineyard Estate Bottled,@wineschach
117522,117509,Spain,Northern Spain,Tierra del Viños de Zamora,Viñas del Cenit,Viñas del Cenit 2008 Cenit Old Vines Tempranillo (Tierra del Viños de Zamora),Tempranillo,59.0,90,Michael Schachner,"Given the difficulties of this cool vintage, this is an excellent wine with dark berry, herb, spice and vanilla aromas. It's firm on the palate like most 2008s, with flavors of blackberry, chocolate and oak spice leading to an earthy tasting finish. Drink now–2016.",Cenit Old Vines,@wineschach
117527,117514,Spain,Northern Spain,Rioja,Carlos Serres,Carlos Serres 2004 Gran Reserva  (Rioja),Tempranillo Blend,30.0,91,Michael Schachner,"Mellow on the nose, with red fruit aromas, freshness, hints of tobacco and marzipan. Feels flush in the mouth and lifted by fine acids, while it tastes of dried berry and plum, with dark spice accents. Shows a touch of espresso bitterness on a long finish. A keeper to drink now through 2017.",Gran Reserva,@wineschach
117538,117524,Spain,Andalucia,Jerez,Hidalgo,Hidalgo NV La Panesa Especial Fino Sherry (Jerez),Sherry,40.0,90,Michael Schachner,"Tan in color and elegant beyond what's normal, this high-end fino shows full, complex aromas of honey, citrus, rancio, dried gouda cheese and nuttiness. It feels both easy and fresh, with dry, intense flavors of citrus and almond. Long and smooth on the finish, with zero burn or bite.",La Panesa Especial Fino,@wineschach
117543,117529,Spain,Northern Spain,Rioja,Dinastía Vivanco,Dinastía Vivanco 2005 Reserva  (Rioja),Tempranillo Blend,25.0,90,Michael Schachner,"Rooty, leathery and spicy aromas accent dry baked-berry notes. The feel is smooth and natural, with texture and acidity supporting toasty, leathery, spicy berry and plum flavors. Mildly baked tasting on the finish, with cinnamon and pepper accents. Drink now through 2014.",Reserva,@wineschach
117563,117549,Spain,Levante,Jumilla,Equilibrio,Equilibrio 2014 4 Monastrell (Jumilla),Monastrell,14.0,88,Michael Schachner,"Raspberry, cherry and spice aromas suggest earth and cinnamon. This is full, smooth and layered in feel, with earthy, meaty, slightly stewed blueberry flavors. Menthol notes rise up on a chunky, beefy finish.",4,@wineschach
117610,117596,Spain,Spain Other,Spain,Valquejigoso,Valquejigoso 2008 V2 Red (Spain),Red Blend,79.0,94,Michael Schachner,"This Cabernet Sauvignon-led blend from the south-of-Madrid area represents no designated region other than Spain. It's an intense blend with aromas of blackberry, pepper, toasted oak and smokiness. A deep, pure palate pumps out cherry, plum and especially cassis flavors, while baking-spice notes come prior to clove, toast and char on the finish. Drink through 2024.",V2,@wineschach
117633,117618,Spain,Northern Spain,Ribera del Duero,Vega Sicilia,Vega Sicilia 2010 Valbueno 5  (Ribera del Duero),Red Blend,190.0,94,Michael Schachner,"Smoky aromas of black plum, wild berry and clove precede a rich, layered, saturated palate that's creamy in the long run. Woody, spicy flavors of clove, pepper, chocolate and plum finish similarly, meaning this superb blend of Tempranillo, Merlot and Cabernet Sauvignon is still in a youthful phase. Drink from 2018–2030.",Valbueno 5,@wineschach
117639,117624,Spain,Andalucia,Jerez,Delgado Zuleta,Delgado Zuleta NV Premium Moscatel Sherry (Jerez),Sherry,16.0,86,Michael Schachner,"Despite some heat and burn to the nose, there's nothing not to like about aromas of pecan pie and toffee. This Moscatel sweetie is solid in feel, but mostly around the edges; the middle palate is a bit weak. Flavors of brown sugar and caramel are more sweet and simple than complex.",Premium Moscatel,@wineschach
117640,117625,Spain,Levante,Jumilla,Finca Hispana,Finca Hispana 2012 Joven Monastrell (Jumilla),Monastrell,10.0,86,Michael Schachner,"Cherry, rubber and leather aromas are tight and announce a punchy, bright, raw palate with raspberry and plum flavors. Snappy and rubbery feeling on the finish, this is a fresh Monastrell with red-fruit tendencies.",Joven,@wineschach
117658,117643,Spain,Catalonia,Montsant,Malondro,Malondro 2008 Latria Red (Montsant),Red Blend,18.0,85,Michael Schachner,"This opens with scratchy, slightly dirty aromas of blueberry and blackberry. The palate is heavy and jammy, but also somewhat raw and abrasive. Cherry and plum flavors are basic, while an inoffensive finish falls off quickly.",Latria,@wineschach
117659,117644,Spain,Northern Spain,Vino de la Tierra de Castilla y León,Ossian,Ossian 2013 Quintaluna Verdejo (Vino de la Tierra de Castilla y León),Verdejo,20.0,85,Michael Schachner,"Yeasty, bready aromas lack the citric kick and minerality that top Rueda whites deliver in spades. The palate is dilute but slightly creamy, while yeasty flavors are low on fruit and finish with a note of gardenia flower.",Quintaluna,@wineschach
117712,117700,Spain,Northern Spain,Rioja,Bodegas Landaluce,Bodegas Landaluce 2006 Fincas de Landaluce Crianza  (Rioja),Tempranillo,19.0,87,Michael Schachner,"Starts out with scratchy, edgy aromas of dried fruits, orange peel and tobacco. It's fairly light in concentration and weight, with woodsy, spicy flavors of vanilla, oak and foresty fruit. Above average but resides in that upper-middle tier.",Fincas de Landaluce Crianza,@wineschach
117713,117701,Spain,Northern Spain,Rioja,Bodegas Muriel,Bodegas Muriel 2001 Gran Reserva  (Rioja),Tempranillo,30.0,87,Michael Schachner,"Mature smelling, with citrus peel, tobacco and molasses on the nose. The palate is a bit lean and acidic 10 years after harvest, with little expansiveness and driving, citrusy flavors of raspberry and red plum. Juicy but clampy on the finish.",Gran Reserva,@wineschach
117826,117814,Spain,Spain Other,Spain,Alta Alella,Alta Alella 2012 Dolç Mataró Organic Sweet Red (Spain),Red Blend,39.0,86,Michael Schachner,"Aromas of cherry cough drops and huckleberry syrup are heady and perplexing. The palate is like cough medicine, while syrupy cherry and berry flavors transition to medicinal and chocolaty. A rich, flabby finish is just more fuel for a unique but challenged fire.",Dolç Mataró Organic Sweet,@wineschach
