,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
90551,90504,Australia,South Australia,Barossa Valley,Thorn Clarke,Thorn Clarke 2008 St Kitts Vineyard on Truro Volcanic Soil Malbec (Barossa Valley),Malbec,30.0,90,Joe Czerwinski,"A dark, inky purple in color, this is a full-bodied (15.5% alcohol) but gentle Malbec, its vanilla, plum and black olive notes framed by supple tannins and a velvety finish. Drink it over the next several years.",St Kitts Vineyard on Truro Volcanic Soil,@JoeCz
90557,90510,Australia,South Australia,McLaren Vale,Coriole,Coriole 2008 Sangiovese - Shiraz Red (McLaren Vale),Red Blend,16.0,90,Joe Czerwinski,"Despite being 51% Sangiovese, this wine comes across as more Shiraz in style, marked by dark, plummy notes, black olive, tar and coffee. It's medium-bodied, with soft, creamy tannins and a reasonably long finish. Maybe the Sangiovese just brightens things a little. Good value.",Sangiovese - Shiraz,@JoeCz
90564,90517,Australia,South Australia,Barossa,Langmeil,Langmeil 2014 Blacksmith Cabernet Sauvignon (Barossa),Cabernet Sauvignon,31.0,92,Joe Czerwinski,"The 2014 vintage was slightly cooler than 2013 in the Barossa, which bodes well for Cabernet. This shows aromatic red currants, bay leaf and sage on the nose, then folds in hints of cinnamon and brown sugar. The oak is in the background, letting the fruit carry the wine, yet building in a rich, velvety texture. Drink now–2030.",Blacksmith,@JoeCz
90569,90522,Australia,South Australia,Barossa,Maverick,Maverick 2014 Twins Shiraz (Barossa),Shiraz,25.0,92,Joe Czerwinski,"This is a fine example of what Barossa Shiraz is capable of at a realistic price. It's full bodied and richly textured, plush without being too soft. French oak brings a smoky, bacony element to the ripe blueberry fruit, plus a dusting of baking spices that lingers on the finish. Drink now–2025.",Twins,@JoeCz
90576,90529,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2013 Descendant Shiraz-Viognier (Barossa Valley),Shiraz-Viognier,125.0,92,Joe Czerwinski,"Full bodied, creamy and rich, this wine will undoubtedly please Torbreck fans and provide another piece of ammo for critics. Tasted blind, I wrote, “Torbreck-like nose of lifted spice and stewed berries.” There's a hint of mint as well. Mixed berries and brown sugar notes mingle easily on the palate, while a touch of dried fruit (not a positive) creeps in on the finish. Drink now–2025.",Descendant,@JoeCz
90578,90531,Australia,South Australia,Eden Valley,Henschke,Henschke 2015 Julius Riesling (Eden Valley),Riesling,43.0,92,Joe Czerwinski,"Classic Eden Valley aromas of lemon-lime sherbet and wet stone mark the nose of this medium-bodied wine. That wet stone note carries through on the palate to yield a slightly chalky or crushed-stone texture, while the citrus fruits race through the long finish. Drink 2020–2030.",Julius,@JoeCz
90582,90535,Australia,South Australia,McLaren Vale,Mollydooker,Mollydooker 2014 Carnival of Love Shiraz (McLaren Vale),Shiraz,75.0,92,Joe Czerwinski,"At a fraction of the cost of the Velvet Glove, readers can try this wine with similar results. It's full, rich and expansive on the palate. Warm waves of ripe berries suffuse the palate, tinged with Mexican chocolate, vanilla and mocha. Drink now–2025.",Carnival of Love,@JoeCz
90583,90536,Australia,South Australia,McLaren Vale,Mollydooker,Mollydooker 2014 Gigglepot Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,49.0,92,Joe Czerwinski,"Creamy and plush may not be traditional Cabernet descriptors, but they're what this wine delivers. Vanilla and graham cracker notes swaddle mixed currant fruit in this big but cuddly teddy bear of a wine. Drink now–2022.",Gigglepot,@JoeCz
90637,90591,Australia,South Australia,Barossa,St Hallett,St Hallett 2010 Old Block Shiraz (Barossa),Shiraz,69.0,93,Joe Czerwinski,"This is a savory style of Shiraz that remains very drinkable. Despite being full-bodied, it's bright and refreshing on the palate, delivering notions of cracked pepper, sour plum and roasted meat. The long finish is simultaneously dusty and mouth-watering. Drink now–2025.",Old Block,@JoeCz
90644,90598,Australia,South Australia,McLaren Vale,Kay Brothers,Kay Brothers 2012 Amery Vineyard Hillside Shiraz (McLaren Vale),Shiraz,60.0,93,Joe Czerwinski,"Like it's slightly more elevated cousin, Kay's Block 6 Shiraz, this is full bodied and almost painfully concentrated. Lovely oak-derived notes of cinnamon, vanilla and mocha cosset roasted meat and blueberries, then glide to a long, dusty finish. Drink 2020–2030.",Amery Vineyard Hillside,@JoeCz
90768,90723,Australia,South Australia,McLaren Vale,Cascabel,Cascabel 2013 Composé Mourvèdre-Syrah (McLaren Vale),Mourvèdre-Syrah,18.0,92,Joe Czerwinski,"This McLaren Vale winery specializes in blends of Mediterranean varieties, and this is a fine example. It's 70% Mourvèdre and 30% Syrah, featuring plum, berry and cedary vanilla notes, plus a bit of meatiness on the nose. Richly textured on the palate, it finishes long.",Composé,@JoeCz
90772,90727,Australia,Western Australia,Margaret River,Cullen,Cullen 2007 Kevin John Chardonnay (Margaret River),Chardonnay,75.0,91,Joe Czerwinski,"A bit reticent on the nose, showing hints of struck flint, lime and custard, but this tightly coiled Chard shows its true brilliance in the mouth, revealing complex fruit flavors of lime and lemon, but also slightly riper notes: apple and white peach come to mind. The bright core of acids shines on the long, refreshing finish. Should age comfortably through 2015, at least.",Kevin John,@JoeCz
90785,90740,Australia,South Australia,Adelaide Hills,D'Arenberg,D'Arenberg 2008 The Lucky Lizard Chardonnay (Adelaide Hills),Chardonnay,35.0,91,Joe Czerwinski,"Although d'Arenberg is better known as a source of hearty McLaren Vale red wines, this tautly balanced, wooded Chard leans toward pineapple and lime. Buttered, toasted hazelnuts add a polished, elegant note to the long, citrusy finish.",The Lucky Lizard,@JoeCz
90902,90855,Australia,South Australia,McLaren Vale,Inkwell,Inkwell 2005 Wild Thing Shiraz (McLaren Vale),Shiraz,20.0,91,Joe Czerwinski,"The 2005 Inkwell wines are undeniably big, but they manage to carry their weight and ample alcohol levels with a surprising measure of balance and grace. This one clocks in at 15.7%, but doesn't seem hot or heavy, just mouthfilling and round. Blueberry and blackberry fruit lead the way, but they're joined by earthier notes of black olive, coffee and tree bark. Drink now–2010.",Wild Thing,@JoeCz
90950,90903,Australia,Victoria,Victoria,Robert Oatley,Robert Oatley 2012 Pocketwatch Pinot Noir (Victoria),Pinot Noir,15.0,81,Joe Czerwinski,"A disappointing blend of wine sourced from Mornington and Yarra, this is a bit pale in color, with a Sherried edge to the fruit and some astrigency on the finish.",Pocketwatch,@JoeCz
91011,90962,Australia,South Australia,Piccadilly Valley,Petaluma,Petaluma 2003 Tiers Chardonnay (Piccadilly Valley),Chardonnay,70.0,93,Joe Czerwinski,"A terrific example of Australian Chardonnay, the 2003 Tiers offers mature aromas of truffles, orange marmalade and peach preserves. It's full-bodied and rich, yet retains a sense of freshness on the long, anise-tinged finish. Drink now–2012.",Tiers,@JoeCz
91112,91067,Australia,Western Australia,Pemberton,Fonty's Pool,Fonty's Pool 2007 Single Vineyard Pinot Noir (Pemberton),Pinot Noir,15.0,84,Joe Czerwinski,"Oddly confected on the nose, with cotton candy-like cherry aromas, but once past that, this isn't bad wine, even if it's not really varietally correct. It's round in the mouth but with crisp acids, giving it a hard-edged feel, while the flavors are less candied and more like black cherries and chocolate.",Single Vineyard,@JoeCz
91232,91188,Australia,South Australia,Padthaway,Jip Jip Rocks,Jip Jip Rocks NV Sparkling Cuvée Sparkling (Padthaway),Sparkling Blend,17.0,85,Joe Czerwinski,"A fruit-driven style of sparkling wine, with apple and citrus notes only slightly touched by yeastiness. It's a bit coarse in texture, but soft and cuddly on the finish, making it easy to back for another sip.",Sparkling Cuvée,@JoeCz
91322,91276,Australia,Australia Other,South Eastern Australia,Yellow Tail,Yellow Tail 2007 The Reserve Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,11.0,86,Joe Czerwinski,"Wine geeks like to poke fun at Yellow Tail, but there's a lot to like about this offering. It's full-fruited, with plenty of grapy cassis, chocolate and tobacco aromas and flavors, complemented by a thick, velvety texture. Drink now.",The Reserve,@JoeCz
91502,91457,Australia,Victoria,Mornington Peninsula,Moorooduc,Moorooduc 2013 Robinson Pinot Noir (Mornington Peninsula),Pinot Noir,55.0,92,Joe Czerwinski,"This wine boasts an expansive and complex lineup of aromas and flavors, ranging from dusty earth and cola through plummy fruit and hints of cinnamon and clove. It's plump and round in the mouth, with soft dusty tannins to provide support. Drink now through 2025.",Robinson,@JoeCz
91503,91458,Australia,Victoria,Mornington Peninsula,Moorooduc,Moorooduc 2013 The Moorooduc McIntyre Chardonnay (Mornington Peninsula),Chardonnay,65.0,92,Joe Czerwinski,"With a degree more alcohol than Moorooduc's 2013 Robinson bottling, this is a riper, even more richly textured example of Chardonnay. There's a hint of warmth on the finish as a result, but overall it keeps a fine sense of balance. Toast, brown sugar and caramelized pineapple notes lead the way, backed by hints of melon and citrus. Drink now.",The Moorooduc McIntyre,@JoeCz
91548,91502,Australia,South Australia,McLaren Vale,Longwood,Longwood 2006 The Shearer Shiraz (McLaren Vale),Shiraz,18.0,89,Joe Czerwinski,"Espresso, blackberry and black olive flavors all come together on the palate of this medium- to full-bodied Shiraz. Hints of leather, plum, menthol and spice add complexity to the aromas, while only a touch of warmth on the finish from its 15% alcohol keeps this from an excellent rating. Drink now.",The Shearer,@JoeCz
91553,91506,Australia,South Australia,McLaren Vale,Wirra Wirra,Wirra Wirra 2006 Catapult Shiraz-Viognier (McLaren Vale),Shiraz-Viognier,24.0,89,Joe Czerwinski,"Pretty ripe stuff, featuring aromas of brandied fruitcake to go along with its 14.5% alcohol. Plenty of spice, vanilla and toasty oak frames the blackberry fruit, finishing with a touch of coffee. Drink now–2012. Imported by International Vines, Inc.",Catapult,@JoeCz
91558,91511,Australia,South Australia,Langhorne Creek,Bremerton,Bremerton 2005 Tamblyn Cabernet-Shiraz-Malbec-Merlot Red (Langhorne Creek),Red Blend,21.0,88,Joe Czerwinski,"Shows plenty of palate weight, but very little tannin, combining cedar and vanilla from oak with slightly grapy, black cherry flavors. It's ready to drink now; don't count on aging it for very long.",Tamblyn Cabernet-Shiraz-Malbec-Merlot,@JoeCz
92057,92009,Australia,Australia Other,South Eastern Australia,Littore,Littore 2005 Idyll Vineyard Shiraz (South Eastern Australia),Shiraz,30.0,85,Joe Czerwinski,"A potentially polarizing wine, the 2005 Idyll Vineyard Shiraz boasts a complex bouquet that ranges from meaty and gamy to stewed fruit and coffee and green olive. It's likeable in a stinky-cheese way. In the mouth, the tannins are soft and Pinot-like, but the wine does show a trace of heat, adding a chocolaty note on the finish.",Idyll Vineyard,@JoeCz
92068,92020,Australia,New South Wales,New South Wales,Centennial,Centennial 2005 Unfiltered Single Vineyard Reserve Pinot Noir (New South Wales),Pinot Noir,33.0,85,Joe Czerwinski,"From the Bowral region, one hour south of Sydney, this is a slightly herbal and green-tinged Pinot Noir, but one with considerable cherry intensity and a woody overlay. It's a good, medium-bodied effort, but could use a touch more richness and complexity overall.",Unfiltered Single Vineyard Reserve,@JoeCz
92155,92107,Australia,South Australia,McLaren Vale,Mitolo,Mitolo 2010 Serpico Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,55.0,91,Joe Czerwinski,"This is a savory, meaty rendering of Cabernet Sauvignon, boasting aromas of cedar, smoke and soy-marinated grilled beef. Those peppered beef notes carry onto the palate, joined by hints of brown sugar. Full bodied and creamy, it finishes long, framed by supple tannins. Drink now–2020.",Serpico,@JoeCz
92230,92180,Australia,Western Australia,Margaret River,Vinaceous,Vinaceous 2013 Raconteur Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,17.0,88,Joe Czerwinski,"Made in a ready-to-drink style, this is a slightly creamy-textured Cabernet that hits the right notes: cassis, vanilla, black olive and a hint of menthol. It's a fruit-driven wine that lacks a bit structure, but will please most palates through 2020.",Raconteur,@JoeCz
92416,92366,Australia,South Australia,South Australia,Mollydooker,Mollydooker 2015 Two Left Feet Red (South Australia),Red Blend,28.0,84,Joe Czerwinski,"This wine's alcohol is apparent from the start, as is a huge oak component and jammy, confected fruit. It's cedary, minty and grapy, with a warm, woody finish.",Two Left Feet,@JoeCz
92668,92620,Australia,Victoria,Yarra Valley,Giant Steps,Giant Steps 2009 Sexton Vineyard Chardonnay (Yarra Valley),Chardonnay,35.0,91,Joe Czerwinski,"This is a nicely put together Chardonnay, offering enough creamy richness to balance the wine's crisp acids. Pineapple and tangerine flavors dominate, lingering elegantly on the finish without revealing obvious oak flavors.",Sexton Vineyard,@JoeCz
92751,92703,Australia,South Australia,McLaren Vale,Yangarra Estate Vineyard,Yangarra Estate Vineyard 2007 Single Vineyard Roussanne (McLaren Vale),Roussanne,24.0,91,Joe Czerwinski,"Made in a rich, opulent style for near-term consumption, Yangarra's Roussanne features exotic notes of toasted hazelnuts, bananas Foster and ripe pineapple. It's full-bodied without being overly heavy, with a long finish redolent of tropical fruit and citrus.",Single Vineyard,@JoeCz
92758,92709,Australia,South Australia,Barossa Valley,Cirillo,Cirillo 2004 1850 Old Vine Grenache (Barossa Valley),Grenache,80.0,91,Joe Czerwinski,"Despite this wine's 16% alcohol, it does an excellent job carrying it. There's a superripe lift to the aromas of black cherry and a hint of sur-maturité in the notes of apricot preserves, but this is a big, lush, creamy-textured wine with a wonderfully rich mouthfeel and layers of fruit on the finish. Drink now–2012.",1850 Old Vine,@JoeCz
92772,92723,Australia,South Australia,Clarendon,Clarendon Hills,Clarendon Hills 2005 Sandown Cabernet Sauvignon (Clarendon),Cabernet Sauvignon,70.0,91,Joe Czerwinski,"In some ways this is the most classically built 2005 Clarendon Hills Cabernet. There's a hint of greeness to the aromas and flavors that are not found in the other offerings, which may make it more or less appealing, depending on your tastes. Mint, cassis and vanilla mingle easily on the palate, which is lush and creamy but shows hints of Cabernet austerity at the same time. Drink now–2020. Imported by Wine Brokers Unlimited.",Sandown,@JoeCz
92884,92837,Australia,Australia Other,South Eastern Australia,Wyndham Estate,Wyndham Estate NV Bin 555 Shiraz (South Eastern Australia),Shiraz,17.0,85,Joe Czerwinski,"This is a jammy, fruit-forward rendition of sparkling Shiraz, with plenty of blueberry and blackberry flavors and a touch of sugar on the finish. Imported by Pernod Ricard, USA.",Bin 555,@JoeCz
92930,92883,Australia,South Australia,McLaren Vale,Paxton,Paxton 2014 MV Shiraz (McLaren Vale),Shiraz,22.0,92,Joe Czerwinski,"This is wildly aromatic, with floral hints of cracked pepper and apricot lending nuance to the dark berry fruit. The palate is richly textured, leading into a slightly warm, supple finish accented by licorice.",MV,@JoeCz
93209,93158,Australia,South Australia,South Australia,The Black Chook,The Black Chook NV The Chook Sparkling Shiraz (South Australia),Shiraz,20.0,89,Joe Czerwinski,"Plummy and chocolaty in profile, this medium- to full-bodied sparkling Shiraz remains surprisingly refreshing on the long, dusty finish. It makes for a crowd-pleasing introduction to the style.",The Chook Sparkling,@JoeCz
93313,93260,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2006 The Ironstone Pressings G-S-M (McLaren Vale),G-S-M,65.0,92,Joe Czerwinski,"For a Grenache-dominated (70%) blend, this shows outstanding structure. the firm tannins are slightly drying right now, but should smooth out nicely by 2012 and the wine should continue to drink well through at least 2020. Ripe cherry and cassis notes are framed by subtle cedary oak, imparting a sophisticated elegance to the long finish.",The Ironstone Pressings,@JoeCz
93478,93424,Australia,New South Wales,New South Wales,De Bortoli,De Bortoli NV Show Liqueur Muscat Hamburg (New South Wales),Muscat Hamburg,22.0,90,Joe Czerwinski,"This wine shows its age in the dark coffee color rimmed with green. Dates and raisins provide the foundation for complex molasses and rancio notes that build on the finish, where enough citrusy notes provide balance to the syrupy-sweet flavors.",Show Liqueur,@JoeCz
93503,93449,Australia,South Australia,McLaren Vale,Mitolo,Mitolo 2009 G.A.M. Shiraz (McLaren Vale),Shiraz,42.0,90,Joe Czerwinski,"A full-bodied, very ripe rendering of Shiraz, Mitolo's 2009 G.A.M. offers hints of raisined fruit to go with its notes of coffee, smoke, roasted meat and baking spices. The creamy midpalate and velvety finish make it drinkable already, although it should hold up well for another few years.",G.A.M.,@JoeCz
93504,93450,Australia,South Australia,Coonawarra,Angove,Angove 2008 Vineyard Select Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,20.0,90,Joe Czerwinski,"There's an attractive minty note to this wine that some may find too prominent, but the underlying cassis fruit is strong and the wine's structure is firm. The tannins are even a bit chewy at this stage, so either give it a year or two to mellow or pair it with some rare beef or lamb.",Vineyard Select,@JoeCz
94164,94106,Australia,South Australia,Barossa Valley,Chocolate Box,Chocolate Box 2008 Strawberry Chocolate Sparkling Shiraz (Barossa Valley),Shiraz,21.0,88,Joe Czerwinski,"Sparkling Shiraz is an acquired taste, but this is a good introduction to the genre. Simply put, it's a big, oaky Shiraz with bubbles, bursting with vanilla, blackberry, chocolate and cedar aromas and flavors. Enjoy it over the next few years for its youthful exuberance.",Strawberry Chocolate Sparkling,@JoeCz
94476,94416,Australia,Victoria,Yarra Valley,De Bortoli,De Bortoli 2007 Estate Grown Sauvignon (Yarra Valley),Sauvignon,30.0,88,Joe Czerwinski,"This medium-bodied wine is a stylistic departure from the stereotypical Aussie stainless-steel Sauvignon Blanc, being fermented and aged in old French oak barrels for eight months. The result is a citrusy wine with greater depth and richer texture, even some leesy, slightly toasty notes that complement rather than overwhelm the fruit. Drink now–2010, but it could surprise and develop even more interest over time.",Estate Grown,@JoeCz
94505,94444,Australia,South Australia,Clare Valley,Leasingham,Leasingham 2006 Magnus Riesling (Clare Valley),Riesling,12.0,88,Joe Czerwinski,"From its floral, lime-driven aromas to its citrus and baked-apple flavors, this is a textbook Riesling. It's plump and friendly, offering a mouthfilling texture and easy-drinking appeal at a bargain price. Drink now.",Magnus,@JoeCz
94684,94628,Australia,South Australia,South Australia,Yalumba,Yalumba 2016 The Y Series Viognier (South Australia),Viognier,13.0,87,Joe Czerwinski,"Given the paucity of quality Viognier (or any Viognier) for under $15, this is a notable achievement. Musky, melony and spicy, it marries ample weight and breadth with just enough life-giving acidity. Drink now.",The Y Series,@JoeCz
94699,94643,Australia,South Australia,Adelaide Hills,Riposte,Riposte 2015 The Foil Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,21.0,87,Joe Czerwinski,"A bit obviously pungent and sweaty, this passion fruit-scented wine is direct and to the point, marrying medium body with a tangy, mouthwatering finish. If you enjoy slightly feral citrus notes, you may rate it higher.",The Foil,@JoeCz
94810,94752,Australia,Victoria,Rutherglen,Chambers Rosewood Vineyards,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,100.0,92,Joe Czerwinski,"Not as darkly concentrated or marked by rancio as the Rare bottling (but considerably less expensive), this is still an excellent sweet wine. Earthy notes of caramel and mocha dominate, rounded out by candied dates and wrapped up by a long, coffee-tinged finish.",Grand,@JoeCz
94892,94834,Australia,New South Wales,Hunter Valley,Wyndham Estate,Wyndham Estate 2003 Black Cluster Shiraz (Hunter Valley),Shiraz,35.0,89,Joe Czerwinski,"Not that much Hunter Shiraz makes it to the U.S. these days, but this bottling from Wyndham Estate is a nice example. It shows rather clean winemaking, with strong vanilla and cedar notes from barrel aging to go alongside blueberry and blackberry fruit. Only mildly tannic, so it's approachable now, but should age through at least 2012.",Black Cluster,@JoeCz
94900,94842,Australia,Victoria,Mornington Peninsula,Stonier,Stonier 2006 Reserve Pinot Noir (Mornington Peninsula),Pinot Noir,40.0,89,Joe Czerwinski,"This fine offering from Victoria's Mornington Peninsula nails Pinot Noir's elusive texture, gliding across the palate in a silky veil. Cherry-berry fruit is framed by hints of brown sugar, coffee and vanilla, but the oak should integrate with a few more months' aging.",Reserve,@JoeCz
94910,94852,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2012 The Pict Mataro (Barossa Valley),Mataro,75.0,91,Joe Czerwinski,"Imagine a dark, smoky espresso bar, lined with leather banquettes. Mouthwatering scents of grilled meat waft in from a back garden. This is a full-bodied, plush rendering of Mourvèdre that doesn't show much freshness or fruit yet still caresses the palate.",The Pict,@JoeCz
94969,94911,Australia,Australia Other,South Eastern Australia,Beelgara,Beelgara NV The Vines Brut Cuvée Sparkling (South Eastern Australia),Sparkling Blend,8.0,84,Joe Czerwinski,"This medium-bodied bargain-priced sparkler is maybe just a touch on the heavy side, but it should satisfy most party crowds. Hints of toast accent pineapple and tropical fruit notes, finishing soft and short. Worth trying in Mimosas or Bellinis.",The Vines Brut Cuvée,@JoeCz
94971,94913,Australia,South Australia,Barossa Valley,Chocolate Box,Chocolate Box 2010 White Chocolate Moscato (Barossa Valley),Moscato,17.0,84,Joe Czerwinski,"This wine is very pale in color, but the aromas are anything but understated, zooming out in full floral, orangy Muscat character. It's soft and sweet, balanced a bit by citrusy acids on the finish.",White Chocolate,@JoeCz
95139,95081,Australia,South Australia,Clare Valley,Reilly's,Reilly's 2007 Dry Land Shiraz (Clare Valley),Shiraz,25.0,90,Joe Czerwinski,"Reilly's 2007 Dry Land Shiraz is full bodied and velvety textured without being overbearing—trademark attributes of Clare Valley Shiraz. It delivers superripe cherries but wraps them in a cocoon of spicy, savory complexity and soft tannins. Drink now-2017.",Dry Land,@JoeCz
95446,95387,Australia,South Australia,McLaren Vale,Gemtree,Gemtree 2008 Citrine Chardonnay (McLaren Vale),Chardonnay,17.0,86,Joe Czerwinski,"On the lean, citrusy side, but the flavors of pineapple and lemon are married to hints of vanilla and smoke for added complexity. Could use a touch more flesh, but some will enjoy the crispness.",Citrine,@JoeCz
95775,101331,Australia,Australia Other,South Eastern Australia,Yellow Tail,Yellow Tail 2009 Reserve Chardonnay (South Eastern Australia),Chardonnay,12.0,87,Joe Czerwinski,"Round and lush, with boldly oaky notes of caramelized nuts and vanilla accenting tropical fruit. Drink now.",Reserve,@JoeCz
95927,95868,Australia,Western Australia,Margaret River,Juniper,Juniper 2007 Crossing Semillon-Sauvignon Blanc (Margaret River),Semillon-Sauvignon Blanc,20.0,84,Joe Czerwinski,"This 68% Semillon and 32% Sauvignon is intensely herbal on the nose, and the green character persists throughout, yet never veers into vegetal. It's cleanly made and medium-bodied, with a crisp finish.",Crossing,@JoeCz
96207,96151,Australia,South Australia,McLaren Vale,Brash Higgins,Brash Higgins 2013 SHZ Site Specific Shiraz (McLaren Vale),Shiraz,40.0,92,Joe Czerwinski,"American Brad Hickey has turned out a full-bodied, richly textured Shiraz that features a strong savory component. Hints of eucalyptus, roasted meat, espresso and plum all come together to finish long and velvety. Drink now through 2025.",SHZ Site Specific,@JoeCz
96333,96278,Australia,Western Australia,Margaret River,Xanadu,Xanadu 2013 Exmoor Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,16.0,89,Joe Czerwinski,"This is a fine value in weeknight Cabernet, showing supple tannins, regionally distinct aromas and flavors of currants, sage and bay leaf, and subtle oak. Drink this fruit-driven, silky wine through 2020.",Exmoor,@JoeCz
96334,96279,Australia,South Australia,South Australia,Yalumba,Yalumba 2016 The Y Series Unwooded Chardonnay (South Australia),Chardonnay,13.0,89,Joe Czerwinski,"A solid effort at a bargain price makes this Chardonnay doubly appealing. It's medium bodied, delivering oodles of pineapple-tinged fruit and finishing clean and refreshing.",The Y Series Unwooded,@JoeCz
96336,96281,Australia,South Australia,Barossa,Maverick,Maverick 2012 Breechens Chardonnay-Semillon (Barossa),Chardonnay-Semillon,18.0,89,Joe Czerwinski,"Australia used to make more blends like this, using the acids of Semillon to balance the ripeness of Chardonnay. In this case, they come together to offer toasty, honeyed notes backed by a strong lemony spine. It's crisp and tart on the finish at first, then relaxes rapidly with airing, so drink it over the next year or so.",Breechens,@JoeCz
96424,96366,Australia,Western Australia,Margaret River,Leeuwin Estate,Leeuwin Estate 2015 Art Series Riesling (Margaret River),Riesling,22.0,90,Joe Czerwinski,"Tasted blind, this wasn't particularly different from the other Rieslings in its flight, which were predominantly South Australian. It's got those same wet stone and citrus tendencies and is made in the same medium-bodied, dry, high-acid style. There's a touch of pineapple as well, plus a long, dry crisp finish.",Art Series,@JoeCz
96597,96540,Australia,South Australia,Clare Valley,Pauletts,Pauletts 2009 Stone Cutting No Oak Chardonnay (Clare Valley),Chardonnay,20.0,87,Joe Czerwinski,"A lean, crisp style of Chardonnay, with citrusy flavors and a touch of honeyed development. Drink it over the next few months.",Stone Cutting No Oak,@JoeCz
96599,96542,Australia,South Australia,Barossa,Rosedale Wines,Rosedale Wines 2009 Cat Amongst the Pigeons Cat Walk Cabernet Sauvignon (Barossa),Cabernet Sauvignon,20.0,87,Joe Czerwinski,"A fruit-driven Cabernet, with cheerful, bright cherry-berry flavors. Tannins are firm but ripe, accenting the cassis-tinged close with a slightly dusty texture.",Cat Amongst the Pigeons Cat Walk,@JoeCz
96615,96558,Australia,South Australia,Barossa Valley,Chocolate Box,Chocolate Box 2009 Truffle Chocolate Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,17.0,87,Joe Czerwinski,"A pronounced herbal note adds a weedy edge to this otherwise full-bodied, plush Cabernet. Cassis fruit is potent without being overbearing, while the oak is prominent, lending structure and vanilla. Drink now.",Truffle Chocolate,@JoeCz
96708,96651,Australia,Victoria,Strathbogie Ranges,Fowles Wine,Fowles Wine 2009 Stone Dwellers Shiraz (Strathbogie Ranges),Shiraz,20.0,90,Joe Czerwinski,"This wine from high-altitude inland Victoria is built around acids, not tannins. It's full bodied but bright, lively and refreshing, with crisp cherry and cassis fruit framed by hints of tobacco, vanilla and mint.",Stone Dwellers,@JoeCz
96755,96699,Australia,South Australia,Eden Valley,Chocolate Box,Chocolate Box 2008 White Chocolate Sauvignon Blanc (Eden Valley),Sauvignon Blanc,16.0,85,Joe Czerwinski,"Restrained aromatically, with a slight minerally-graphite note, this is a pleasantly stony wine, perhaps a bit austere. It's medium bodied, ending with a touch of grapefruit pith.",White Chocolate,@JoeCz
96885,96828,Australia,Victoria,Victoria,Fowles Wine,Fowles Wine 2014 Farm to Table Sauvignon Blanc (Victoria),Sauvignon Blanc,17.0,85,Joe Czerwinski,"Lean, tart, angular and edgy, this delivers just what some people are looking for in a Sauvignon Blanc. The fruit is tinged with green throughout, focusing in on lime zest, although there is some yellow plum. It's crisp and clean on the finish.",Farm to Table,@JoeCz
96950,96893,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2010 The Amaranthine Single Vineyard Shiraz (McLaren Vale),Shiraz,85.0,88,Joe Czerwinski,"A thread of dusty mushroom underlies some pretty raspberry and cream notes in this full-bodied Shiraz, adding an astringent note to the finish. Drink now–2025.",The Amaranthine Single Vineyard,@JoeCz
97344,97286,Australia,South Australia,South Australia,Yalumba,Yalumba 2007 The Y Series Unwooded Chardonnay (South Australia),Chardonnay,12.0,84,Joe Czerwinski,"Citrusy and fresh, with dominant aromas and flavors of lemon custard and pineapple. It's medium-bodied and cleanly made, just could use a touch more dimension and richness. Still, it's an easy-drinking Chardonnay suitable as an apéritif or alongside lighter dishes.",The Y Series Unwooded,@JoeCz
97363,97305,Australia,South Australia,McLaren Vale,Angove,Angove 2014 Family Crest Shiraz (McLaren Vale),Shiraz,21.0,91,Joe Czerwinski,"This is full bodied and creamy textured, but still retains a sense of vibrancy and freshness. Black pepper notes help in that regard, spicing up the flavors of plum, mocha and roasted meat. It's plush, rich and long on the finish. Drink now–2025.",Family Crest,@JoeCz
97384,97326,Australia,Western Australia,Margaret River,Evans & Tate,Evans & Tate 2004 The Reserve Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,30.0,88,Joe Czerwinski,"Conventional wisdom is that 2004 was a better Margaret River vintage than 2003, but this wine suffers a bit in comparison to its older sibling. Thankfully, it's still very good, with plentiful cassis and red plum fruit, soft tannins and crisp acids.",The Reserve,@JoeCz
97950,97892,Australia,South Australia,Coonawarra,Jacob's Creek,Jacob's Creek 2009 Reserve Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,13.0,85,Joe Czerwinski,"More austere and lighter in weight than other Australian Cabernets in this price range, perhaps reflecting its coolish Coonawarra origins. Herb and cherry notes finish dusty and crisp. Might surprise in a year or two.",Reserve,@JoeCz
