,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
92022,91974,Italy,Southern Italy,Salice Salentino,Cantele,Cantele 2011 Riserva Negroamaro (Salice Salentino),Negroamaro,15.0,89,Kerin O’Keefe,"Firm and savory, this opens with aromas of ripe berry, clove and graphite. On the palate, notes of clove and black pepper add depth to ripe Morello cherry and crushed raspberry flavors.  Supple tannins offer support.",Riserva,@kerinokeefe
92025,91977,Italy,Southern Italy,Castel del Monte,Santa Lucia,Santa Lucia 2012 Vigna del Melograno Uva di Troia (Castel del Monte),Uva di Troia,16.0,89,Kerin O’Keefe,"Violet, scorched soil, spice and mature berry aromas lead the nose. The medium-bodied, elegant palate delivers mature black cherry, crushed raspberry, freshly ground clove and black pepper. Firm but fine-grained tannins provide support.",Vigna del Melograno,@kerinokeefe
92035,91987,Italy,Southern Italy,Primitivo di Manduria,Matané,Matané 2012 Matanè  (Primitivo di Manduria),Primitivo,20.0,89,Kerin O’Keefe,"Tobacco, mature plum, espresso and toast aromas lead the nose. The round, full-bodied palate offers dried black cherry, mature blackberry, licorice, black pepper and toasted oak alongside velvety tannins.",Matanè,@kerinokeefe
92038,91990,Italy,Southern Italy,Salento,Palamà,Palamà 2013 Arcangelo Negroamaro Rosato (Salento),Rosato,14.0,89,Kerin O’Keefe,"This vibrant, delicious rosato delivers fruity aromas of woodland berry and cooking spice. On the spicy palate, notes of white pepper and clove accent a juicy core of crushed raspberry. Crisp acidity gives it a clean, lingering finish.",Arcangelo Negroamaro,@kerinokeefe
92041,91993,Italy,Piedmont,Barolo,Borgogno,Borgogno 2009 Fossati  (Barolo),Nebbiolo,120.0,89,Kerin O’Keefe,"The nose is still rather closed but eventually reveals leather and balsamic notes. The subdued palate offers mature black cherry, spicy plum, grilled herb and a whiff of black pepper alongside bracing tannins. Drink 2016–2021.",Fossati,@kerinokeefe
92168,92120,Italy,Sicily & Sardinia,Vermentino di Sardegna,Argiolas,Argiolas 2014 Is Argiolas  (Vermentino di Sardegna),Vermentino,22.0,91,Kerin O’Keefe,"This full-bodied white opens with aromas of ripe yellow peach, Spanish broom, chamomile and Mediterranean brush. The round, creamy palate doles out juicy pineapple, baked yellow apple, saline, mineral and candied nectarine zest alongside soft acidity.",Is Argiolas,@kerinokeefe
92170,92121,Italy,Sicily & Sardinia,Nasco di Cagliari,Argiolas,Argiolas 2014 Iselis Bianco  (Nasco di Cagliari),Nasco,20.0,91,Kerin O’Keefe,"Made with the native Nasco grape, which is usually reserved to make sweet dessert wines, this dry, full-bodied white opens with an attractive floral fragrance of Spanish broom, chamomile and a whiff of tropical fruit. The rich, creamy palate delivers ripe yellow apple, apricot and candied ginger while a note of toasted almond closes the finish.",Iselis Bianco,@kerinokeefe
92177,92128,Italy,Sicily & Sardinia,Isola dei Nuraghi,Pala,Pala 2011 Essentija Bovale (Isola dei Nuraghi),Bovale,30.0,91,Kerin O’Keefe,"Made with old vines, this soulful red opens with aromas of ripe black-skinned fruit, game, baked earth, wild herb and a smoky note. The ripe, round palate doles out ripe black plum, black cherry, grilled rosemary and wild fennel alongside solid, velvety tannins. Concentrated and accessible, it will offer several more years of sheer drinking pleasure. Drink through 2021.",Essentija,@kerinokeefe
92228,92178,Italy,Tuscany,Carmignano,Il Sassolo,Il Sassolo 2011 Santa Cristina a Mezzana  (Carmignano),Red Blend,18.0,88,Kerin O’Keefe,"This medium-bodied blend of 70% Sangiovese, 25% Cabernet Sauvignon and 5% Merlot offers mature berry and baking spice aromas. On the palate, round tannins temper the ripe black cherry, vanilla and coffee flavors. Drink through 2018.",Santa Cristina a Mezzana,@kerinokeefe
92240,92190,Italy,Tuscany,Vino Nobile di Montepulciano,Romeo,Romeo 2011 Riserva dei Mandorli  (Vino Nobile di Montepulciano),Red Blend,55.0,87,Kerin O’Keefe,"This wine opens with stewed plum, used leather, vanilla and coconut aromas. The palate is evolved, offering prune, espresso and sage flavors, with close-grained tannins that leave an astringent finish.",Riserva dei Mandorli,@kerinokeefe
92242,92192,Italy,Tuscany,Chianti,Sensi,Sensi 2015 Vegante  (Chianti),Red Blend,16.0,87,Kerin O’Keefe,"Made of 80% Sangiovese, 10% Canaiolo and 10% Malvasia Bianca, this opens with red-skinned fruit and an earthy underbrush aromas. The fresh, straightforward palate evokes red cherry and chopped herb, framed by smooth tannins. Enjoy soon.",Vegante,@kerinokeefe
92247,92197,Italy,Tuscany,Brunello di Montalcino,Bonacchi,Bonacchi 2012 Casalino  (Brunello di Montalcino),Sangiovese,40.0,87,Kerin O’Keefe,"This opens with subdued black-skinned fruit and baking spice aromas. The palate is straightforward and easygoing, with black cherry, tilled soil and leather alongside flavors supported by firm tannins. Enjoy through 2021.",Casalino,@kerinokeefe
92250,92200,Italy,Tuscany,Vino Nobile di Montepulciano,Cantina del Giusto,Cantina del Giusto 2011 San Claudio II Riserva  (Vino Nobile di Montepulciano),Red Blend,32.0,87,Kerin O’Keefe,"Made of Sangiovese, Canaiolo and Mammolo, this opens with French oak, coconut, espresso and prune aromas. The palate is lean, offering star anise, dried sage, raisin and orange zest notes rather than juicy fruit. Grainy tannins give it a bracing finish.",San Claudio II Riserva,@kerinokeefe
92251,92201,Italy,Tuscany,Chianti Rufina,Cantine Bellini,Cantine Bellini 2013 Riserva  (Chianti Rufina),Red Blend,17.0,87,Kerin O’Keefe,"This Riserva's shy nose eventually reveals black-skinned fruit and a whiff of baking spice, while the palate offers straightforward plum and clove flavors. It's easy-drinking and has mellow tannins.",Riserva,@kerinokeefe
92262,92212,Italy,Tuscany,Bolgheri,Cipriana,Cipriana 2012 Scopaio  (Bolgheri),Red Blend,30.0,87,Kerin O’Keefe,"Menthol, scorched soil, toasted oak and plum aromas lead the nose on this blend of 80% Cabernet Sauvignon and 20% Syrah. On the palate, licorice, dried sage and espresso add interest to the black cherry flavors while firm, slightly astringent tannins provide support.",Scopaio,@kerinokeefe
92267,92217,Italy,Tuscany,Brunello di Montalcino,Capanne Ricci,Capanne Ricci 2009 Riserva  (Brunello di Montalcino),Sangiovese,76.0,87,Kerin O’Keefe,"Aromas of toast, espresso and mature plum lead to a tightly wound palate that offers roasted coffee bean, licorice and walnut alongside tough, astringent tannins.",Riserva,@kerinokeefe
92273,92223,Italy,Tuscany,Brunello di Montalcino,Citille di Sopra,Citille di Sopra 2010 Vigna Poggio Ronconi  (Brunello di Montalcino),Sangiovese,75.0,87,Kerin O’Keefe,"Earthy aromas include new leather, scorched soil, wild berry and a touch of funky game. On the robust palate, grilled sage, tobacco and licorice add depth to a core of fleshy wild cherry along a backbone of raspy tannins and searing alcohol. Drink after 2018.",Vigna Poggio Ronconi,@kerinokeefe
92285,92234,Italy,Tuscany,Bolgheri,Terre del Marchesato,Terre del Marchesato 2012 Emilio Primo  (Bolgheri),Red Blend,25.0,87,Kerin O’Keefe,"Underbrush, tobacco and spiced plum aromas lead the nose. On the straightforward palate, notes of anise and clove add depth to the black cherry core. It's easy drinking, with lithe tannins.",Emilio Primo,@kerinokeefe
92286,92235,Italy,Tuscany,Brunello di Montalcino,Terre Nere,Terre Nere 2009 Riserva  (Brunello di Montalcino),Sangiovese,55.0,87,Kerin O’Keefe,"Aromas of cooked fruit, stewed plum, toast, coffee and vanilla lead the nose. The warm palate offers up fleshy black cherry, mocha and a licorice note, with the warmth of alcohol on the midpalate. It's already accessible so drink soon.",Riserva,@kerinokeefe
92287,92236,Italy,Lombardy,Franciacorta,Fratelli Berlucchi,Fratelli Berlucchi 2009 Pas Dosé Vintage Sparkling (Franciacorta),Sparkling Blend,50.0,93,Kerin O’Keefe,"This lovely sparkling wine is made with no dosage or added sugar. It offers scents of warm, just baked bread, citrus and roasted almond. The palate offers peach, apple, citrus and a hint of walnut along with crisp, clean acidity. It's smooth, with fine bubbles and a creamy texture.",Pas Dosé Vintage,@kerinokeefe
92369,92318,Italy,Sicily & Sardinia,Etna,Le Vigne di Eli,Le Vigne di Eli 2013 Bianco  (Etna),Carricante,25.0,89,Kerin O’Keefe,"Delicate aromas of lemon blossom, pear, Spanish broom and brimstone lead the nose on this vibrant white. The bright palate offers citrus, apple and mineral along with a touch of light oak that adds depth, while crisp acidity imparts energy.",Bianco,@kerinokeefe
92370,92319,Italy,Sicily & Sardinia,Sicilia,Valle dell'Acate,Valle dell'Acate 2011 Il Moro Red (Sicilia),Red Blend,28.0,89,Kerin O’Keefe,"Aromas recall rose petal, dark berry and orange zest. The palate delivers mature blackberry, cocoa, mocha and a licorice note alongside firm, fine-grained tannins.",Il Moro,@kerinokeefe
92386,92336,Italy,Sicily & Sardinia,Vittoria,Paternò di Vittoria,Paternò di Vittoria 2013 Mimì Frappato (Vittoria),Frappato,40.0,89,Kerin O’Keefe,"Made with Frappato, this lively sparkler conveys a refined fragrance of rose and red berry. The bright, savory palate offers red cherry, strawberry, a hint of pink grapefruit and a cinnamon note alongside crisp acidity and elegant effervescence.",Mimì,@kerinokeefe
92391,92341,Italy,Sicily & Sardinia,Terre Siciliane,Feudo Arancio,Feudo Arancio 2010 Hekate White (Terre Siciliane),White Blend,30.0,89,Kerin O’Keefe,"Made from a blend of various aromatic grapes, this smooth dessert wine delivers dry apricot, candied tangerine, hazelnut and Mediterranean herb flavors. It has a lingering, polished finish.",Hekate,@kerinokeefe
92394,92344,Italy,Sicily & Sardinia,Etna,Benanti,Benanti 1999 Serra della Contessa Rosso  (Etna),Red Blend,85.0,89,Kerin O’Keefe,"This 15-year-old opens with earthy aromas of game, leather and leafy underbrush. The palate offers grilled mushroom, flint, dried cherry, powdered sage and stewed prune. The tannins still have some kick but it's best to drink this now before the mature fruit dries up.",Serra della Contessa Rosso,@kerinokeefe
92396,92346,Italy,Sicily & Sardinia,Etna,Cantine Russo,Cantine Russo 2013 Bianco  (Etna),White Blend,25.0,89,Kerin O’Keefe,"Delicate but inviting aromas suggest Spanish broom, stone fruit and lychee. The palate is round but vibrant, boasting juicy white peach, creamy green apple, energizing mineral and a citrus note.",Bianco,@kerinokeefe
92402,92352,Italy,Southern Italy,Aglianico del Vulture,Grifalco,Grifalco 2014 Gricos  (Aglianico del Vulture),Aglianico,15.0,85,Kerin O’Keefe,"This opens with aromas suggesting fragrant purple flower, blackberry, damp soil and a whiff of used leather. The simple palate isn't as expressive as the nose, offering raw red berry and a hint of white pepper set against brisk acidity and drying, rather fleeting tannins.",Gricos,@kerinokeefe
92452,92403,Italy,Tuscany,Bolgheri,Terre del Marchesato,Terre del Marchesato 2012 Emilio Primo  (Bolgheri),Red Blend,25.0,87,Kerin O’Keefe,"Underbrush, tobacco and spiced plum aromas lead the nose. On the straightforward palate, notes of anise and clove add depth to the black cherry core. It's easy drinking, with lithe tannins.",Emilio Primo,@kerinokeefe
92453,92404,Italy,Tuscany,Brunello di Montalcino,Terre Nere,Terre Nere 2009 Riserva  (Brunello di Montalcino),Sangiovese,55.0,87,Kerin O’Keefe,"Aromas of cooked fruit, stewed plum, toast, coffee and vanilla lead the nose. The warm palate offers up fleshy black cherry, mocha and a licorice note, with the warmth of alcohol on the midpalate. It's already accessible so drink soon.",Riserva,@kerinokeefe
92461,92412,Italy,Tuscany,Brunello di Montalcino,Citille di Sopra,Citille di Sopra 2010 Vigna Poggio Ronconi  (Brunello di Montalcino),Sangiovese,75.0,87,Kerin O’Keefe,"Earthy aromas include new leather, scorched soil, wild berry and a touch of funky game. On the robust palate, grilled sage, tobacco and licorice add depth to a core of fleshy wild cherry along a backbone of raspy tannins and searing alcohol. Drink after 2018.",Vigna Poggio Ronconi,@kerinokeefe
92475,92426,Italy,Tuscany,Brunello di Montalcino,Máté,Máté 2009 Campo Alto  (Brunello di Montalcino),Sangiovese,75.0,86,Kerin O’Keefe,"Aromas of woodshop, coconut and oak extract lead the nose. The warm palate offers up prune, toasted oak and a confectionary note but no fruit richness. Mouth-puckering tannins and evident alcohol provide the framework.",Campo Alto,@kerinokeefe
92507,92458,Italy,Tuscany,Toscana,I Giusti e Zanza,I Giusti e Zanza 2012 Nemorino Rosato Syrah (Toscana),Syrah,18.0,88,Kerin O’Keefe,"This deeply colored Tuscan rosato, made entirely from Syrah, opens with a lovely fragrance of blue flower, red berry and spice. The vibrant palate delivers crisp acidity and flavors of raspberry, blueberry and white pepper.",Nemorino Rosato,@kerinokeefe
92521,92472,Italy,Central Italy,Umbria,Marchesi Antinori,Marchesi Antinori 2012 Bramìto del Cervo Chardonnay (Umbria),Chardonnay,20.0,88,Kerin O’Keefe,"This 100% Chardonnay, from Antinori's Castello della Sala estate, opens with aromas of Golden Delicious apples, vanilla and a whiff of oak. The palate delivers creamy apple and juicy lemon flavors, with notes of well-integrated oak. Despite the richness, it's also elegant and fresh.",Bramìto del Cervo,@kerinokeefe
92556,92508,Italy,Veneto,Amarone della Valpolicella Classico,Tenute Salvaterra,Tenute Salvaterra 2007 Cave di Prun Riserva  (Amarone della Valpolicella Classico),Red Blend,100.0,93,Kerin O’Keefe,"Aromas of mature black-skinned berry, leather, pressed violet, baking spice and a balsamic note slowly emerge on this full-bodied red. The firmly structured palate offers dried black cherry, fig, mocha, tobacco and licorice alongside a backbone of fine-grained tannins. A coffee note closes the finish. Drink through 2022.",Cave di Prun Riserva,@kerinokeefe
92559,92511,Italy,Veneto,Amarone della Valpolicella,Musella,Musella 2010 Riserva  (Amarone della Valpolicella),Red Blend,67.0,93,Kerin O’Keefe,"Crushed iris, baked plum, cedar, tobacco and new leather aromas seamlessly come together on this bold full-bodied red. Smooth and ripe, the full-bodied palate doles out mature black cherry, raspberry jam, licorice and mocha framed in well-knit, velvety tannins. Drink 2018 through 2026.",Riserva,@kerinokeefe
92560,92512,Italy,Veneto,Amarone della Valpolicella,Pieropan,Pieropan 2012 Vigna Garzon  (Amarone della Valpolicella),Red Blend,79.0,93,Kerin O’Keefe,"Aromas of scorched earth, leather, underbrush and cherries marinated in spirits emerge on this full-bodied red, along with a whiff of menthol. The firm chewy palate shows both opulence and freshness offering blackberry jam, baked plum, pipe tobacco and licorice alongside a backbone of velvety tannins. Drink 2017–2024.",Vigna Garzon,@kerinokeefe
92564,92515,Italy,Veneto,Amarone della Valpolicella Classico,Cesari,Cesari 2009 Il Bosco  (Amarone della Valpolicella Classico),Red Blend,90.0,93,Kerin O’Keefe,"Aromas of underbrush, baked plum, pipe tobacco and dark cooking spice emerge on this concentrated red. The dense and structured palate displays dried black cherry, ripe blackberry, raisin, licorice and cinnamon alongside velvety tannins. Drink through 2024.",Il Bosco,@kerinokeefe
92573,92524,Italy,Veneto,Amarone della Valpolicella Classico,Monte del Frà,Monte del Frà 2012 Lena di Mezzo  (Amarone della Valpolicella Classico),Red Blend,60.0,93,Kerin O’Keefe,"Cedar, ground pepper, cassis, scorched earth and tobacco aromas lead the way on this powerfully structured red. The chewy full-bodied palate doles out dried black cherry, black currant, fig, licorice and dark bitter chocolate set against a backbone of ripe and solid tannins.",Lena di Mezzo,@kerinokeefe
92701,92652,Italy,Southern Italy,Copertino,Marulli,Marulli 2016 Tenuta Paraida Rosato (Copertino),Rosato,15.0,88,Kerin O’Keefe,"Aromas of peach blossom, red berry and sunbaked earth waft out of the glass. The luminous fruity palate doles out juicy raspberry, red cherry and a hint of Mediterranean herb while a white almond note gives it a pleasantly bitter close.",Tenuta Paraida,@kerinokeefe
92703,92654,Italy,Northeastern Italy,Collio,Masut da Rive,Masut da Rive 2015 Maurus Chardonnay (Collio),Chardonnay,45.0,88,Kerin O’Keefe,"Aromas of toasted oak, pressed yellow flower and ripe orchard fruit carry over to the palate along with toasted nut, yellow apple and a hint of vanilla. Enjoy soon to capture the remaining fruit and freshness.",Maurus,@kerinokeefe
92709,92661,Italy,Lombardy,Lugana,Cesari,Cesari 2016 Cento Filari  (Lugana),White Blend,27.0,88,Kerin O’Keefe,"Aromas of peach blossom and lemon come together on this bright white. On the succulent palate, a ginger note adds interest to nectarine zest and green apple, while a hint of almond marks the close.",Cento Filari,@kerinokeefe
92720,92672,Italy,Southern Italy,Fiano di Avellino,I Favati,I Favati 2015 Pietramara  (Fiano di Avellino),Fiano,24.0,88,Kerin O’Keefe,"Linear and bright, this has aromas suggesting yellow flower, citrus zest and a smoky whiff of flint. On the palate, hints dried herb accent pineapple and lemon alongside a mineral vein.",Pietramara,@kerinokeefe
92726,92678,Italy,Southern Italy,Irpinia,Terredora,Terredora 2016 Rosaenovae Rosato (Irpinia),Rosato,20.0,88,Kerin O’Keefe,"Made entirely with Aglianico, this has alluring delicate scents evoking wild rose and red berry. The vibrant palate offers juicy sour cherry, raspberry and tangerine zest alongside crisp acidity that leaves a bright refreshing finish.",Rosaenovae,@kerinokeefe
92783,92734,Italy,Central Italy,Romagna,Drei Donà,Drei Donà 2013 Palazza Riserva Red (Romagna),Red Blend,27.0,88,Kerin O’Keefe,"Made with 90% Sangiovese and 10% Cabernet Sauvignon, this has aromas of blackberry, tilled earth and dark spice. The firm palate delivers cassis, cedar and tobacco alongside chewy tannins. Drink through 2020.",Palazza Riserva,@kerinokeefe
92784,92735,Italy,Central Italy,Romagna,Drei Donà,Drei Donà 2013 Pruno Riserva Sangiovese (Romagna),Sangiovese,38.0,88,Kerin O’Keefe,"This deeply colored wine opens with aromas of black-skinned berry, cedar and vanilla. On the dense palate, notes of toast and tobacco underscore mature black plum. Assertive tannins leave a mouthcoating finish. Drink through 2020.",Pruno Riserva,@kerinokeefe
92787,92738,Italy,Central Italy,Romagna,Fattoria Zerbina,Fattoria Zerbina 2015 Bianco di Ceparano Albana (Romagna),Albana,20.0,88,Kerin O’Keefe,"Delicate scents of ripe orchard fruit, acacia and a whiff of honey guide the nose while the round palate offers apricot, yellow pear and a hint of pineapple. A light almond note closes the finish.",Bianco di Ceparano,@kerinokeefe
92800,92752,Italy,Central Italy,Umbria,Roccafiore,Roccafiore 2014 Fiorfiore Grechetto (Umbria),Grechetto,18.0,88,Kerin O’Keefe,"Made entirely with Grechetto, this opens with scents of acacia flower, citrus and hay. The savory palate offers yellow peach, cantaloupe and an almond note while crisp acidity gives it a clean finish.",Fiorfiore,@kerinokeefe
92907,92860,Italy,Northeastern Italy,Alto Adige,Niedermayr Josef,Niedermayr Josef 2011 Terlaner Hof zu Pramol White (Alto Adige),White Blend,30.0,90,Kerin O’Keefe,"This polished blend of 80% Pinot Bianco and 20% Chardonnay features aromas of Golden Delicious apple, peach, passion fruit and vanilla that carry over to the palate along with lemon drop. Aging partly in barrels gives it structure, while fresh acidity generates a crisp, clean finish.",Terlaner Hof zu Pramol,@kerinokeefe
92925,92878,Italy,Northeastern Italy,Trento,Maso Martis,Maso Martis 2009 Brut Metodo Classico Riserva Sparkling (Trento),Sparkling Blend,60.0,92,Kerin O’Keefe,"Linear and fresh, this delivers aromas and flavors of ripe pear, golden apple, tangerine and aromatic herb. Bright acidity offsets the creamy flavors while an elegant mousse provides the backdrop.",Brut Metodo Classico Riserva,@kerinokeefe
92929,92882,Italy,Piedmont,Barolo,Palladino,Palladino 2010 S. Bernardo Riserva  (Barolo),Nebbiolo,91.0,92,Kerin O’Keefe,"The nose isn't very expressive but the firm palate delivers red berry, menthol and baking spice. Assertive refined tannins provide the backbone. Give this time to fully develop.",S. Bernardo Riserva,@kerinokeefe
92936,92889,Italy,Piedmont,Ghemme,Antichi Vigneti di Cantalupo,Antichi Vigneti di Cantalupo 2009 Collis Carellae  (Ghemme),Nebbiolo,53.0,92,Kerin O’Keefe,"This dazzling expression of Nebbiolo opens with classic varietal scents of red berry, rose, tilled earth, baking spice, truffle and a whiff of tar. The luminous, racy palate offers sour cherry, crushed raspberry, star anise and energizing mineral framed in firm, refined tannins.",Collis Carellae,@kerinokeefe
92941,92894,Italy,Piedmont,Ghemme,Ioppa,Ioppa 2011 Santa Fè  (Ghemme),Red Blend,47.0,92,Kerin O’Keefe,"Intensely fragrant, this opens with aromas of chopped mint, baking spice, pressed violet and cedar. The linear, elegant palate delivers tart red cherry, crushed red raspberry, clove, star anise and mineral alongside assertive, fine-grained tannins and fresh acidity. It's still youthfully austere so give it time to unwind and fully develop. Drink 2021–2031.",Santa Fè,@kerinokeefe
92959,92912,Italy,Northeastern Italy,Collio,Russiz Superiore,Russiz Superiore 2013 Col Disore White (Collio),White Blend,39.0,89,Kerin O’Keefe,"This blend of Pinot Bianco, Friulano, Sauvignon and Ribolla Gialla has oak, butterscotch and pressed acacia flower aromas. They carry over to the tangy, linear palate, along with pineapple and citrus zest flavors. A toasted almond note leaves a lingering, rather bitter finish.",Col Disore,@kerinokeefe
92960,92913,Italy,Veneto,Soave Superiore,Sandro de Bruno,Sandro de Bruno 2013 Monte San Piero  (Soave Superiore),White Blend,24.0,89,Kerin O’Keefe,"Fermented in oak casks, this opens with tropical fruit, graphite and white pepper aromas. On the lively, medium-bodied palate, candied nectarine and vanilla notes back up ripe pear fruit while a flinty mineral hint marks the close.",Monte San Piero,@kerinokeefe
92971,92923,Italy,Sicily & Sardinia,Vittoria,Paolo Calì,Paolo Calì 2013 Violino Nero d'Avola (Vittoria),Nero d'Avola,20.0,89,Kerin O’Keefe,"Made entirely from Nero d'Avola, this opens with black-skinned berry, freshly turned soil and cooking spice aromas. The soft, juicy palate offers blackberry, carob and clove flavors while rounded tannins lend a smooth texture. Enjoy through 2019.",Violino,@kerinokeefe
92972,92924,Italy,Lombardy,Lugana,Pasini San Giovanni,Pasini San Giovanni 2016 Vino Biologico  (Lugana),Turbiana,22.0,89,Kerin O’Keefe,"Honeysuckle, ripe pear and exotic fruit aromas take center stage. The bright, juicy palate doles out honeydew melon, white peach and nectarine flavors with lively acidity, finishing on an almond note.",Vino Biologico,@kerinokeefe
92988,92940,Italy,Central Italy,Offida Pecorino,La Canosa,La Canosa 2012 Pekò  (Offida Pecorino),Pecorino,13.0,87,Kerin O’Keefe,"Made from 100% Pecorino, this offers floral aromas of acacia and jasmine. On the palate, it shows tropical fruit flavors of pineapple and banana, accented by notes of thyme, mint and a hint of vanilla.",Pekò,@kerinokeefe
92994,92946,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico,Monte Schiavo,Monte Schiavo 2010 Riserva Le Giuncare  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,30.0,87,Kerin O’Keefe,"This wine opens with sensations of yellow spring flowers and a whiff of citrus. The linear palate offers lemon zest and tart apple flavors, framed by racy acidity. Siena Imports, L'Amore di Vino.",Riserva Le Giuncare,@kerinokeefe
93012,92964,Italy,Central Italy,Rosso Piceno,Brunori,Brunori 2012 Torquis  (Rosso Piceno),Red Blend,15.0,87,Kerin O’Keefe,"Juicy black cherry and black berry take center stage in this blend of Montelpulciano and Sangiovese. There's a hint of white pepper and mint on the close, along with just enough freshness to lift this up. Not for cellaring, so enjoy soon. Worldwide Cellars, Sussex Wine Merchants.",Torquis,@kerinokeefe
93024,92976,Italy,Tuscany,Toscana,Le Macchiole,Le Macchiole 2013 Messorio Merlot (Toscana),Merlot,225.0,93,Kerin O’Keefe,"Made from 100% Merlot grapes, this boasts ripe red berry, cassis, espresso, vanilla and chopped mint aromas. The densely concentrated palate doles out ripe cassis, licorice, tobacco and sage flavors, blanketed in velvety tannins. Drink through 2022.",Messorio,@kerinokeefe
93037,96208,Italy,Piedmont,Dolcetto d'Alba,Broccardo,Broccardo 2015 Le Campanelle  (Dolcetto d'Alba),Dolcetto,12.0,85,Kerin O’Keefe,"This has restrained black-skinned fruit and graphite aromas that carry over to the simple palate, with a touch of bitter almond. Drink soon.",Le Campanelle,@kerinokeefe
93057,93007,Italy,Tuscany,Montecucco,Poggio Stenti,Poggio Stenti 2013 Tribulo  (Montecucco),Sangiovese,30.0,89,Kerin O’Keefe,"Aromas of black cherry, tilled soil and a hint of dark spice lift out of the glass. The palate offers juicy wild cherry, cinnamon and white pepper while smooth tannins lend a polished texture.",Tribulo,@kerinokeefe
93058,93008,Italy,Tuscany,Morellino di Scansano,Suberli,Suberli 2012 Riserva  (Morellino di Scansano),Red Blend,30.0,89,Kerin O’Keefe,"Earthy aromas of underbrush, sunbaked soil, pressed violet and dried rosemary meld together with whiffs of espresso. The firm palate offers dried Marasca cherry, cranberry, star anise and a gamy note alongside close-grained tannins.",Riserva,@kerinokeefe
93059,93009,Italy,Tuscany,Toscana,Monteverro,Monteverro 2013 Tinata Red (Toscana),Red Blend,110.0,89,Kerin O’Keefe,"Made with 70% Syrah and 30% Grenache, this opens with aromas of ripe black currant, cedar and white pepper. The robust palate doles out blackberry, licorice and a note of exotic spice alongside smooth tannins.",Tinata,@kerinokeefe
93060,93010,Italy,Tuscany,Toscana,Ornellaia,Ornellaia 2014 Le Serre Nuove Red (Toscana),Red Blend,45.0,89,Kerin O’Keefe,"Made with Merlot, Cabernet Sauvignon, Cabernet Franc and Petit Verdot, this has aromas of black-skinned berry, violet, toasted oak and a whiff of dark baking spice. The soft palate offers black currant, espresso, French oak and a hint of dried sage alongside fine-grained tannins and bright acidity.",Le Serre Nuove,@kerinokeefe
93061,93011,Italy,Tuscany,Toscana,Pietro Beconcini,Pietro Beconcini 2013 IXE Tempranillo (Toscana),Tempranillo,19.0,89,Kerin O’Keefe,"Made with Tempranillo, this opens with aromas of black-skinned berries, cured meats and herbaceous notes. The fresh medium-bodied palate offers blackberries, currants and a hint of sage alongside close-grained tannins that leave a firm finish.",IXE,@kerinokeefe
93070,93020,Italy,Tuscany,Toscana,Luce della Vite,Luce della Vite 2014 Lucente Red (Toscana),Red Blend,30.0,89,Kerin O’Keefe,"A blend of Merlot and Sangiovese, this offers aromas of black plum, dried herb, violet and a whiff of baking spice. The vibrant palate doles out juicy black cherry, licorice and a hint of espresso alongside fine-grained, polished tannins and zesty acidity. Drink through 2019.",Lucente,@kerinokeefe
93073,93022,Italy,Tuscany,Chianti Rufina,Marchesi de' Frescobaldi,Marchesi de' Frescobaldi 2013 Nipozzano Riserva  (Chianti Rufina),Red Blend,24.0,89,Kerin O’Keefe,"Made with Sangiovese and small amounts of Malvasia Nera, Colorino, Merlot and Cabernet Sauvignon, this opens with aromas of dark-skinned fruit, fragrant purple flower and dark culinary spice. Bright and juicy, the easygoing palate doles out succulent wild cherry, cinnamon and clove set against supple tannins. Drink through 2019.",Nipozzano Riserva,@kerinokeefe
93075,93024,Italy,Tuscany,Toscana,Mazzei,Mazzei 2013 Belguardo Serrata Red (Toscana),Red Blend,20.0,89,Kerin O’Keefe,"Made from 80% Sangiovese and 20% Alicante, this opens with aromas of plum, black cherry and baking spice that follow through to the medium-bodied palate along with a hint of clove. It's easy drinking with firm but fine-grained tannins.",Belguardo Serrata,@kerinokeefe
93119,93068,Italy,Southern Italy,Taurasi,I Favati,I Favati 2010 Trezotratto  (Taurasi),Aglianico,40.0,92,Kerin O’Keefe,"Undergrowth, truffle, black-skinned berry and exotic spice aromas meld with balsamic notes. Rounded and chewy, the palate doles out fleshy black cherry, blackberry extract, cinnamon, licorice and chopped mint flavors, enveloped in velvety tannins. A hint of carob closes the finish. Drink through 2024.",Trezotratto,@kerinokeefe
93162,93110,Italy,Lombardy,Lugana,Le Morette,Le Morette 2013 Benedictus  (Lugana),Turbiana,25.0,90,Kerin O’Keefe,"Aromas of white flower, citrus, pear and light notes of oak-driven spice lead the nose. The palate offers a nice depth of flavor, including citrus zest, exotic fruit, yellow peach and candied lemon drop. It's well balanced, with fresh acidity.",Benedictus,@kerinokeefe
93174,93122,Italy,Northeastern Italy,Friuli Isonzo,Vie di Romans,Vie di Romans 2012 Flors di Uis White (Friuli Isonzo),White Blend,40.0,90,Kerin O’Keefe,"A blend of Malvasia Istriana, Friulano and Riesling Renano, this delineated white delivers tangerine zest, yellow peach, green pear and ginger drop sensations. Lively acidity gives it a crisp, refreshing finish.",Flors di Uis,@kerinokeefe
